customer_unique_id,customer_city,customer_state,customer_segment,frequency,monetary,avg_order_value,recency_days,repeat_purchase_probability,expected_future_orders,expected_future_value,historical_clv,predicted_clv,clv_tier
f886a3f43af9ac928fbb4b56436c528c,sao paulo,SP,VIP Customers,1,3076.13,3076.13,64,0.32827276,0.36639051791791793,1127.064863882845,3076.13,4203.194863882845,Diamond
ce3fe361f9e68bf0a813baaae1334d01,belo horizonte,MG,VIP Customers,1,3351.35,3351.35,64,0.22700718,0.2533663720720721,849.1193910437387,3351.35,4200.469391043738,Diamond
ec5d2f91c651ce345616c7035fab6f9d,ipanema,MG,At-Risk Customers,1,2759.88,2759.88,325,0.45429647,0.5070476116616617,1399.390562472787,2759.88,4159.270562472787,Diamond
53fb3435773a4690e56010b169ee2820,divinopolis,MG,Growing Customers,1,3155.82,3155.82,251,0.27686813,0.30901698193193194,975.2019719204295,3155.82,4131.02197192043,Diamond
129bfc164612d70a040a844b887dfec5,tubarao,SC,High-Value Customers,1,2960.05,2960.05,214,0.35243064,0.39335351711711714,1164.3460783425226,2960.05,4124.396078342523,Diamond
ae04948ad7210ea76801b331080e0b3a,salvador,BA,At-Risk Customers,1,3009.53,3009.53,561,0.3192217,0.356288483983984,1072.2608812043195,3009.53,4081.7908812043197,Diamond
bbeb907759ef5fc169099af3c88d535d,gaspar,SC,VIP Customers,1,3209.72,3209.72,174,0.23352356,0.2606394088088088,836.5795232418097,3209.72,4046.2995232418098,Diamond
4683ad127301c1bcbd601a30bb22d2ba,joinville,SC,High-Value Customers,1,3005.06,3005.06,173,0.3068266,0.34245411311311313,1029.0951571516916,3005.06,4034.1551571516916,Diamond
eae0a83d752b1dd32697e0e7b4221656,cicero dantas,BA,VIP Customers,2,2783.01,1391.505,177,0.79269445,0.8847390508008008,1231.1188128845686,2783.01,4014.128812884569,Diamond
d9f8d6be11fb416742c9e35e725303f7,ourinhos,SP,At-Risk Customers,1,2938.17,2938.17,332,0.32769716,0.36574808148148147,1074.6300405664444,2938.17,4012.8000405664443,Diamond
ee2bb06c1d3f368e92084edefb7e4b57,sao paulo,SP,At-Risk Customers,1,3016.01,3016.01,625,0.29348215,0.3275601574074074,987.9247103423148,3016.01,4003.934710342315,Diamond
c21e93b1d7b7a416d0f36fa6ebc1d60a,mandaguacu,PR,At-Risk Customers,1,2827.0,2827.0,519,0.3707665,0.413818465965966,1169.864803285786,2827.0,3996.864803285786,Diamond
895617ab63a9ad8881d9470f7427cd25,curitiba,PR,At-Risk Customers,1,3126.5,3126.5,377,0.23627035,0.2637051453953954,824.4741370787037,3126.5,3950.9741370787037,Diamond
7a96eb0a685f5c19b7dad29fc802aa64,santa maria,RS,Growing Customers,1,3297.4,3297.4,305,0.17739205,0.1979901258758759,652.8526410631132,3297.4,3950.2526410631135,Diamond
0de97ff655abfc142ba6fc83e86bf082,sao jose do rio preto,SP,Inactive Customers,1,2734.66,2734.66,319,0.38665548,0.4315524126126126,1180.149120675207,2734.66,3914.809120675207,Diamond
ef8d54b3797ea4db1d63f0ced6a906e9,rio de janeiro,RJ,VIP Customers,1,3018.6,3018.6,182,0.26303244,0.29357474534534533,886.1847262994594,3018.6,3904.784726299459,Diamond
81d8bf17c9e450228efeedd2603edfaa,gurupi,TO,At-Risk Customers,1,2784.16,2784.16,479,0.3476236,0.3879883023023023,1080.2215117379778,2784.16,3864.3815117379777,Diamond
25bedfc6317ec4a379ef49b9c1049733,bertioga,SP,High-Value Customers,1,2818.74,2818.74,173,0.32561526,0.3634244393393394,1024.3990041433694,2818.74,3843.139004143369,Diamond
149b43a4776ea0a773ac75bc58830fb9,pacatuba,CE,Inactive Customers,1,2734.11,2734.11,486,0.34039095,0.3799158250750751,1038.7316564960136,2734.11,3772.8416564960135,Diamond
34ff67eb3466a779b2f6b6fd56a3b953,sao paulo,SP,High-Value Customers,1,2787.87,2787.87,139,0.3118108,0.34801705905905905,970.226318438979,2787.87,3758.096318438979,Diamond
bb149f7e7bfee3d984e265d0eae6181b,jundiai,SP,At-Risk Customers,1,2681.29,2681.29,499,0.35393733,0.39503515810810813,1059.2038190836893,2681.29,3740.4938190836892,Diamond
94c1c602b16a9fdfbc154ef63cfa50f9,sao paulo,SP,At-Risk Customers,1,2566.9,2566.9,560,0.40120134,0.4477872813813814,1149.425172577868,2566.9,3716.325172577868,Diamond
5dff3703f9d82688ab5a1c92df1e4b18,guaruja,SP,Inactive Customers,1,2467.33,2467.33,355,0.45248604,0.5050269615615616,1246.0681730696876,2467.33,3713.398173069688,Diamond
13d9920a16127351540bcd95ad4643c8,rio de janeiro,RJ,Growing Customers,1,2733.63,2733.63,301,0.30469078,0.34007028998999,929.6263468253364,2733.63,3663.2563468253365,Diamond
58c1b085b54c03a1f1ab5f13d64c2b1c,recife,PE,At-Risk Customers,2,3064.7200000000003,1532.36,396,0.3264263,0.3643296541541542,558.2841888396597,3064.7200000000003,3623.00418883966,Diamond
5e92460d739e8dd987e279285a1d278c,florianopolis,SC,High-Value Customers,1,2713.36,2713.36,66,0.29676938,0.3312290877877878,898.743757639872,2713.36,3612.103757639872,Diamond
0bec90ebca9ff4b2b830950bb052e52d,alvares machado,SP,High-Value Customers,1,2457.44,2457.44,176,0.4163371,0.4646805470470471,1141.9245635352954,2457.44,3599.3645635352955,Diamond
84056c11d63b679a61f195ef043505f4,paranatinga,MT,At-Risk Customers,1,2487.24,2487.24,447,0.39929727,0.44566211816816814,1108.4686467925944,2487.24,3595.708646792594,Diamond
d130666a33d3681209c5c752fe56ee10,curitiba,PR,At-Risk Customers,2,2791.52,1395.76,354,0.5014363,0.5596611356356356,781.1526266747948,2791.52,3572.6726266747946,Diamond
c949c73b1318491d6b5b117acb3e24a4,mogi das cruzes,SP,At-Risk Customers,1,2681.29,2681.29,503,0.29681113,0.33127568563563564,888.2461831379735,2681.29,3569.5361831379732,Diamond
0621cda5f3ee9a2e6f3ae6ebb5fcdbe1,santo antonio de posse,SP,High-Value Customers,1,2564.65,2564.65,152,0.3496708,0.39027321521521524,1000.9142014017018,2564.65,3565.564201401702,Diamond
1e7097be947ad5d0f7819bdc9d8d7d0e,sao goncalo,RJ,Inactive Customers,1,2751.24,2751.24,560,0.2614644,0.29182463063063063,802.8795967762162,2751.24,3554.119596776216,Diamond
bd879722dc92d795d57264b3c1e09f6a,sao paulo,SP,VIP Customers,1,2241.64,2241.64,195,0.5219856,0.5825965405405407,1305.9717091372975,2241.64,3547.611709137297,Diamond
d8f1c3ed0de527caf0a7eceeb025b583,rio de janeiro,RJ,At-Risk Customers,1,2574.38,2574.38,578,0.33190876,0.3704487161161162,953.6757657950072,2574.38,3528.0557657950076,Diamond
03adb96012772d4374285b6a701f3da9,sao sebastiao,AL,Inactive Customers,1,2269.98,2269.98,430,0.48763627,0.5442586997497497,1235.4563632579368,2269.98,3505.436363257937,Diamond
f140f377d666848e3712b51a2734d120,maringa,PR,VIP Customers,1,2713.36,2713.36,80,0.2554097,0.2850668823823824,773.4890759810612,2713.36,3486.849075981061,Diamond
9d15276f07200ca33bdd7eab12ba67ad,caldas novas,GO,High-Value Customers,1,2220.32,2220.32,170,0.50797373,0.5669576666166166,1258.8274463422063,2220.32,3479.1474463422064,Diamond
8e07cbdbbb24328ece74135e2a81405b,caxias do sul,RS,High-Value Customers,1,2455.12,2455.12,69,0.3716539,0.4148089074074074,1018.4056447540739,2455.12,3473.5256447540737,Diamond
fa094305fdb6062436c99adba7d53dde,goiania,GO,VIP Customers,1,2267.28,2267.28,93,0.4643466,0.5182647237237238,1175.0512428043246,2267.28,3442.3312428043246,Diamond
f28efe52152019a633891bfdb679886e,guarulhos,SP,VIP Customers,1,2065.77,2065.77,121,0.5952666,0.6643866456456456,1372.4700009754054,2065.77,3438.2400009754056,Diamond
030a810edeec1ceea314282513023587,jatai,GO,Inactive Customers,1,2794.5,2794.5,527,0.20280741,0.22635661876876878,632.5535711493244,2794.5,3427.0535711493244,Diamond
c38b132f1c68c14c0d3b32e66b796eba,divinopolis,MG,VIP Customers,1,2838.22,2838.22,195,0.18567479,0.2072346254754755,588.177458717004,2838.22,3426.3974587170037,Diamond
60b2ec19b8c18082cdb5180106a97cb5,porto seguro,BA,Inactive Customers,1,2692.82,2692.82,427,0.24330321,0.2715546337837838,731.2477489456487,2692.82,3424.067748945649,Diamond
c7794313e2cd53472b116a751350f132,sao paulo,SP,VIP Customers,1,2323.25,2323.25,62,0.4107542,0.4584493823823824,1065.09252761987,2323.25,3388.34252761987,Diamond
acc38a550c42d17125cd25c32a464d26,porto seguro,BA,VIP Customers,1,2759.95,2759.95,161,0.20250994,0.22602460770770771,623.8166160428879,2759.95,3383.7666160428876,Diamond
f755e02e22f99b9e1658cbd2186a212d,curitiba,PR,VIP Customers,1,2419.2,2419.2,73,0.355455,0.3967290540540541,959.7669275675677,2419.2,3378.9669275675674,Diamond
ca9ff40e3d69e5ffc34a46ed9b91451c,sao paulo,SP,VIP Customers,1,1951.95,1951.95,200,0.64869976,0.7240242566566566,1413.2591477809608,1951.95,3365.209147780961,Diamond
1579133af5d1fadd0e5e37ec439ed1ec,sao paulo,SP,High-Value Customers,1,2207.98,2207.98,167,0.46454784,0.518489330930931,1144.814072908877,2207.98,3352.794072908877,Diamond
e6fad5b1c79a4760aac5068d09c46535,sao paulo,SP,VIP Customers,1,2328.4,2328.4,54,0.39264804,0.4382408054054054,1020.399891305946,2328.4,3348.799891305946,Diamond
fafe2f8e0b7065fef995698ef3809fec,goiania,GO,VIP Customers,1,1861.26,1861.26,87,0.7137144,0.7965881441441441,1482.6576491697297,1861.26,3343.91764916973,Diamond
69e4e534ba5e6a8124d132b271923148,juiz de fora,MG,At-Risk Customers,1,2627.09,2627.09,480,0.24066927,0.2686148509009009,705.6753886532479,2627.09,3332.765388653248,Diamond
10e1df2717597281c5cffa0e0a7ca7cb,santos,SP,High-Value Customers,1,2225.69,2225.69,64,0.44332847,0.4948060501001001,1101.2848776472918,2225.69,3326.9748776472916,Diamond
7814db11654d2bf3b43bae828b6eee05,sao paulo,SP,At-Risk Customers,1,2606.01,2606.01,559,0.24700518,0.27568646216216214,718.4416772592162,2606.01,3324.4516772592165,Diamond
8a8ac60fd8ea25925f379a33ef277987,itaquaquecetuba,SP,High-Value Customers,1,2322.32,2322.32,64,0.3674214,0.41008494594594597,952.3484716691893,2322.32,3274.6684716691893,Diamond
684da9ec00ee25877fe21ce197403d04,brasilia,DF,High-Value Customers,1,2616.0,2616.0,163,0.2191085,0.24455052802802804,639.7441813213213,2616.0,3255.7441813213213,Diamond
6963ee67570e4454bf00b3e5fe52f734,rio de janeiro,RJ,High-Value Customers,1,2337.4,2337.4,59,0.3464058,0.3866290960960961,903.706849215015,2337.4,3241.1068492150152,Diamond
8ad6fdb3d658f916f444aaf55a49bb29,brasilia,DF,High-Value Customers,1,2828.42,2828.42,142,0.12929447,0.1443076416916917,408.1626199136146,2828.42,3236.5826199136145,Diamond
336e748851ceb9da362d2d5e0b2f4b85,feira de santana,BA,Growing Customers,1,1894.41,1894.41,314,0.6339332,0.707543061061061,1340.3766503046847,1894.41,3234.786650304685,Diamond
60055ae4e5bdcbf7d567809728def6ed,sao paulo,SP,Inactive Customers,1,2154.82,2154.82,403,0.4453412,0.4970524904904905,1071.0586475587188,2154.82,3225.878647558719,Diamond
b25c74b16e09b4a3390a6db984004c44,serra negra,SP,VIP Customers,1,1937.64,1937.64,160,0.5952666,0.6643866456456456,1287.342140068829,1937.64,3224.982140068829,Diamond
e3e0e9112264452e4700d977ce02a4d1,sao paulo,SP,Growing Customers,1,2384.5,2384.5,232,0.31536034,0.35197875785785787,839.2933481120621,2384.5,3223.793348112062,Diamond
98133dfcdb0c24fa03c9eb4f0d69a6c4,araguari,MG,At-Risk Customers,1,2416.0,2416.0,327,0.2946012,0.32880914714714715,794.4028995075075,2416.0,3210.4028995075078,Diamond
02ccceb879088a0253e1e46e0200bdb8,birigui,SP,High-Value Customers,1,2512.53,2512.53,70,0.24387155,0.27218896721721725,683.8829458022749,2512.53,3196.4129458022753,Diamond
c402f431464c72e27330a67f7b94d4fb,sao paulo,SP,Growing Customers,1,2202.4,2202.4,238,0.4027426,0.44950750650650656,989.9953323299301,2202.4,3192.39533232993,Diamond
6a71207bf8784292ad3f6e107ab57755,sao paulo,SP,High-Value Customers,1,2325.22,2325.22,120,0.33337826,0.37208884874874876,865.1884328875655,2325.22,3190.408432887565,Diamond
352edc42ddf92161e32abb07872de623,nova friburgo,RJ,Growing Customers,1,2315.83,2315.83,300,0.33216763,0.3707376450950951,858.5653606405741,2315.83,3174.395360640574,Diamond
d280c55bb8f45e367a7f24151bc99fdd,sao paulo,SP,VIP Customers,1,2345.03,2345.03,98,0.3120545,0.34828905655655656,816.7482862968219,2345.03,3161.778286296822,Diamond
559026a1299bd2ede976c8d516d92258,itapetininga,SP,Growing Customers,1,2276.1,2276.1,230,0.33947933,0.37889835130130134,862.410537396892,2276.1,3138.510537396892,Diamond
9db254a87951220e74c58549749cf128,praia grande,SP,High-Value Customers,1,2187.42,2187.42,55,0.38844287,0.4335473473973974,948.3501386440151,2187.42,3135.7701386440153,Diamond
24c0598e5978021ede868fbf7526544a,barra mansa,RJ,Inactive Customers,1,2429.68,2429.68,328,0.25849742,0.28851313643643645,700.9945973368808,2429.68,3130.6745973368807,Diamond
669e44130af1f9e6d3523ab852672374,campos dos goytacazes,RJ,Inactive Customers,1,2168.6,2168.6,574,0.3837074,0.42826201301301303,928.72900142002,2168.6,3097.32900142002,Diamond
7dd0031f1da839843abbcda4e9fb317b,sao paulo,SP,High-Value Customers,1,2267.18,2267.18,98,0.32766762,0.36571511141141144,829.1419862897237,2267.18,3096.3219862897236,Diamond
15fbc48df691e0ad51b0cf30d86392a2,sao paulo,SP,Inactive Customers,1,1837.16,1837.16,630,0.6133076,0.6845224964964964,1257.5773496635034,1837.16,3094.7373496635037,Diamond
f2a29b4d4c04184a9372bb7374d344ac,belo horizonte,MG,VIP Customers,1,2404.72,2404.72,98,0.2568928,0.2867221941941942,689.4865948226626,2404.72,3094.2065948226623,Diamond
7386ded430d6aeb715a0d087c38a2dfe,santa luzia,MG,High-Value Customers,1,2590.61,2590.61,217,0.17231147,0.19231960865865866,498.22510138720776,2590.61,3088.835101387208,Diamond
83486a65903aefe02ed3bac7c23b5f65,varzea paulista,SP,High-Value Customers,1,2075.48,2075.48,142,0.43664342,0.4873447580580581,1011.4742984543384,2075.48,3086.9542984543386,Diamond
c53a15252bb69a238a59b79c58a84bcf,imperatriz,MA,At-Risk Customers,1,2338.48,2338.48,331,0.28597495,0.3191812505005005,746.3989706704104,2338.48,3084.8789706704106,Diamond
bb68ab36f08cea9dece50c4d5f63e1ca,juina,MT,VIP Customers,1,1927.38,1927.38,109,0.52373224,0.5845459935935936,1126.6422571324206,1927.38,3054.0222571324207,Diamond
3d47f4368ccc8e1bb4c4a12dbda7111b,sao paulo,SP,Inactive Customers,1,2234.66,2234.66,381,0.32647374,0.36438260270270273,814.2712269556216,2234.66,3048.9312269556212,Diamond
bd8717655febcdf30f106e9f3cb24628,quarai,RS,At-Risk Customers,1,2217.99,2217.99,626,0.33305967,0.3717332653153153,824.5006651367161,2217.99,3042.490665136716,Diamond
86df00dc5fd68f4dd5d5945ca19f3ed6,porto alegre,RS,At-Risk Customers,3,2400.48,800.16,370,0.70925885,0.791615232982983,633.4188448236637,2400.48,3033.8988448236637,Diamond
87070b00f89fa49dd0b01ff4bf075b8c,londrina,PR,High-Value Customers,1,2389.78,2389.78,183,0.24067898,0.2686256883883884,641.9562975968029,2389.78,3031.736297596803,Diamond
d77aa95864ae5b42160937615628723a,riachao do jacuipe,BA,At-Risk Customers,2,2450.1,1225.05,414,0.4137958,0.46184416116116117,565.7821896304805,2450.1,3015.8821896304803,Diamond
00c07da5ba0e07b4f248a3a373b07476,jacobina,BA,High-Value Customers,1,2304.68,2304.68,83,0.27595672,0.30799974254254253,709.8408466429469,2304.68,3014.5208466429467,Diamond
bd90c3e19e58ff2439e72b0554026418,pinhais,PR,VIP Customers,1,2314.82,2314.82,163,0.27006477,0.3014236421921922,697.7414754193304,2314.82,3012.5614754193307,Diamond
b26746dace6d5d8633283ef402271974,rio de janeiro,RJ,VIP Customers,1,2153.35,2153.35,197,0.3553223,0.3965809454454454,853.9775788749498,2153.35,3007.3275788749497,Diamond
5eed8cf8c54bff340300c214ddc32db4,novo hamburgo,RS,High-Value Customers,1,2404.72,2404.72,98,0.21997626,0.24551904894894896,590.4045673885165,2404.72,2995.1245673885164,Diamond
c01158adcf91ee8f143d12388abe5f22,londrina,PR,VIP Customers,1,2333.97,2333.97,130,0.25323024,0.28263435195195197,659.6600984252973,2333.97,2993.630098425297,Diamond
00adeda9b742746c0c66e10d00ea1b74,sao paulo,SP,Inactive Customers,1,2148.4,2148.4,345,0.34892496,0.3894407711711712,836.6745527841442,2148.4,2985.0745527841445,Diamond
12ebfdb41392890f9d7a8de957274741,rio de janeiro,RJ,High-Value Customers,1,2153.35,2153.35,151,0.34577456,0.385924558958959,831.0306490342743,2153.35,2984.380649034274,Diamond
445e36c0849ad359c7b6d99786c3357c,niteroi,RJ,High-Value Customers,1,2153.35,2153.35,167,0.34577456,0.385924558958959,831.0306490342743,2153.35,2984.380649034274,Diamond
244024d753ef305e66b7ef97f3813ebd,porto alegre,RS,Inactive Customers,1,1949.52,1949.52,542,0.4726916,0.5275787127127127,1028.5252520076876,1949.52,2978.045252007688,Diamond
85475e754525d6d222d917dbc8251801,joao pessoa,PB,High-Value Customers,1,2438.51,2438.51,81,0.19690609,0.21977006041041042,535.9114900113899,2438.51,2974.4214900113902,Diamond
d3ef55d6de8e4be1d4b905e8169224b5,porto velho,RO,At-Risk Customers,1,2452.12,2452.12,321,0.18946283,0.21146251796796797,518.5314695596136,2452.12,2970.6514695596134,Diamond
6ddbc64bd04d40f7768ff088d94cbeb8,campinas,SP,VIP Customers,2,2299.66,1149.83,191,0.51672757,0.5767279685185186,663.1391200416482,2299.66,2962.799120041648,Diamond
ec4b05ce75316354ba9b297f64377ed6,curitiba,PR,At-Risk Customers,1,2288.31,2288.31,530,0.26103187,0.2913418769269269,666.6805303906561,2288.31,2954.990530390656,Diamond
527f7f3237fb1397c459701bc765b6f0,escada,PE,Inactive Customers,1,2017.08,2017.08,524,0.41652465,0.46488987462462467,937.7200683078379,2017.08,2954.800068307838,Diamond
